frameno;frametime;cir_pos;color
0;0.138135910034;"[(788.5, 380.5)]";"[1]"
1;0.0868029594421;"[(773.5, 355.5), (522.5, 380.5)]";"[1, 1]"
2;0.0585260391235;"[(734.5, 351.5)]";"[1]"
3;0.0656609535217;"[(779.5, 393.5)]";"[1]"
4;0.0890250205994;"[(847.5, 385.5)]";"[1]"
5;0.0562119483948;"[(723.5, 352.5)]";"[1]"
6;0.0574371814728;"[(756.5, 352.5)]";"[1]"
7;0.0657689571381;"[(164.5, 391.5), (764.5, 372.5)]";"[0, 1]"
8;0.0860729217529;"[(748.5, 342.5), (490.5, 368.5)]";"[1, 1]"
9;0.0848429203033;"[(745.5, 340.5)]";"[1]"
10;0.0520391464233;"[(140.5, 379.5), (827.5, 370.5)]";"[1, 1]"
11;0.058296918869;"[(138.5, 394.5), (476.5, 372.5), (699.5, 343.5)]";"[0, 1, 1]"
12;0.064444065094;"[(103.5, 390.5), (471.5, 378.5), (745.5, 380.5)]";"[0, 1, 1]"
13;0.0703330039978;"[(742.5, 382.5), (466.5, 379.5), (115.5, 387.5)]";"[1, 1, 1]"
14;0.0608410835266;"[(1126.5, 300.5), (728.5, 356.5), (462.5, 378.5), (105.5, 385.5)]";"[1, 1, 1, 1]"
15;0.0624370574951;"[(726.5, 352.5), (1129.5, 296.5)]";"[1, 1]"
16;0.0702850818634;"[(687.5, 342.5)]";"[1]"
17;0.0832190513611;"[(687.5, 340.5)]";"[1]"
18;0.0946569442749;"[(726.5, 343.5)]";"[1]"
19;0.0866141319275;"[(686.5, 340.5)]";"[1]"
20;0.0583901405334;"[(46.5, 382.5), (736.5, 372.5)]";"[0, 1]"
21;0.0604231357574;"[(43.5, 380.5), (726.5, 344.5)]";"[0, 1]"
22;0.07834815979;"[(37.5, 381.5), (726.5, 341.5)]";"[0, 1]"
23;0.0856590270996;"[(686.5, 336.5), (449.5, 367.5)]";"[1, 1]"
24;0.0868921279907;"[(28.5, 388.5), (727.5, 341.5)]";"[0, 1]"
25;0.0584230422974;"[(15.5, 389.5), (716.5, 372.5)]";"[0, 1]"
26;0.0678470134735;"[(10.5, 394.5), (444.5, 373.5), (685.5, 338.5)]";"[0, 1, 1]"
27;0.076159954071;"[(726.5, 339.5)]";"[1]"
28;0.0879230499268;"[(684.5, 331.5), (440.5, 366.5)]";"[1, 1]"
29;0.0558619499207;"[(684.5, 327.5)]";"[1]"
30;0.052081823349;"[(733.5, 395.5), (728.5, 330.5), (439.5, 361.5)]";"[0, 1, 1]"
31;0.0674910545349;"[(686.5, 323.5)]";"[1]"
32;0.0508089065552;"[(686.5, 321.5)]";"[1]"
33;0.0658769607544;"[(729.5, 327.5)]";"[1]"
34;0.0680470466614;"[(686.5, 328.5), (432.5, 357.5)]";"[1, 1]"
35;0.0848031044006;"[(729.5, 335.5)]";"[1]"
36;0.0874910354614;"[(686.5, 333.5), (429.5, 363.5)]";"[1, 1]"
37;0.0868179798126;"[(832.5, 386.5), (730.5, 339.5)]";"[0, 1]"
38;0.0655539035797;"[(732.5, 335.5)]";"[1]"
39;0.0651829242706;"[(689.5, 324.5)]";"[1]"
40;0.0516428947449;"[(690.5, 318.5)]";"[1]"
41;0.0726871490479;"[(690.5, 317.5)]";"[1]"
42;0.0879428386688;"[(691.5, 317.5), (424.5, 349.5)]";"[1, 1]"
43;0.0558049678802;"[(841.5, 360.5)]";"[1]"
44;0.0718429088593;"[(692.5, 319.5)]";"[1]"
45;0.0528109073639;"[(741.5, 325.5)]";"[1]"
46;0.0693678855896;"[(742.5, 325.5)]";"[1]"
47;0.0831229686737;"[(744.5, 329.5)]";"[1]"
48;0.0879688262939;"[(852.5, 374.5), (697.5, 332.5)]";"[1, 1]"
49;0.0856409072876;"[(697.5, 335.5)]";"[1]"
50;0.0888829231262;"[(748.5, 335.5)]";"[1]"
51;0.0854980945587;"[(702.5, 321.5), (860.5, 364.5)]";"[1, 1]"
52;0.0874710083008;"[(703.5, 312.5)]";"[1]"
53;0.080286026001;"[(755.5, 312.5), (1009.5, 350.5)]";"[1, 1]"
54;0.0854668617249;"[(757.5, 307.5), (416.5, 336.5)]";"[1, 1]"
55;0.0849149227142;"[(708.5, 294.5), (871.5, 340.5)]";"[1, 1]"
56;0.0579400062561;"[(710.5, 297.5), (874.5, 343.5), (415.5, 333.5)]";"[1, 1, 1]"
57;0.0635960102081;"[(759.5, 308.5)]";"[1]"
58;0.0553119182587;"[(759.5, 320.5)]";"[1]"
59;0.0631840229034;"[(710.5, 323.5), (876.5, 372.5), (409.5, 360.5)]";"[1, 1, 1]"
60;0.0823900699615;"[(710.5, 320.5), (406.5, 358.5), (880.5, 369.5)]";"[1, 1, 1]"
61;0.0848560333252;"[(763.5, 319.5)]";"[1]"
62;0.0586709976196;"[(711.5, 310.5), (884.5, 359.5)]";"[1, 1]"
63;0.06618309021;"[(711.5, 308.5), (884.5, 358.5)]";"[1, 1]"
64;0.0717799663544;"[(765.5, 314.5)]";"[1]"
65;0.0517601966858;"[(888.5, 358.5), (712.5, 308.5)]";"[1, 1]"
66;0.0648880004883;"[(889.5, 350.5), (712.5, 298.5)]";"[1, 1]"
67;0.0602200031281;"[(767.5, 300.5), (391.5, 329.5)]";"[1, 1]"
68;0.0822818279266;"[(713.5, 289.5), (893.5, 343.5)]";"[1, 1]"
69;0.0815968513489;"[(711.5, 285.5), (384.5, 324.5)]";"[1, 1]"
70;0.0887589454651;"[(711.5, 289.5), (380.5, 329.5)]";"[1, 1]"
71;0.084480047226;"[(767.5, 301.5), (377.5, 336.5)]";"[1, 1]"
72;0.0618298053741;"[(711.5, 302.5)]";"[1]"
73;0.0531539916992;"[(711.5, 307.5), (374.5, 349.5)]";"[1, 1]"
74;0.0614881515503;"[(901.5, 362.5), (711.5, 309.5), (371.5, 351.5)]";"[1, 1, 1]"
75;0.0496020317078;"[(769.5, 311.5), (367.5, 348.5)]";"[1, 1]"
76;0.0677921772003;"[(711.5, 301.5), (905.5, 356.5), (364.5, 342.5)]";"[1, 1, 1]"
77;0.067332983017;"[(711.5, 300.5), (906.5, 355.5), (361.5, 343.5)]";"[1, 1, 1]"
78;0.0521929264069;"[(712.5, 300.5)]";"[1]"
79;0.0495381355286;"[(713.5, 297.5)]";"[1]"
80;0.0517630577087;"[(713.5, 292.5), (914.5, 347.5)]";"[1, 1]"
81;0.0490770339966;"[(775.5, 292.5), (351.5, 332.5)]";"[1, 1]"
82;0.0527849197388;"[(715.5, 281.5), (920.5, 338.5), (348.5, 328.5)]";"[1, 1, 1]"
83;0.0694990158081;"[(778.5, 288.5)]";"[1]"
84;0.0723879337311;"[(778.5, 300.5), (1179.5, 360.5)]";"[1, 1]"
85;0.0821301937103;"[(779.5, 303.5)]";"[1]"
86;0.0892281532288;"[(715.5, 294.5)]";"[1]"
87;0.0557429790497;"[(781.5, 292.5), (330.5, 331.5)]";"[1, 1]"
88;0.0521450042725;"[(715.5, 280.5)]";"[1]"
89;0.0498600006104;"[(782.5, 284.5), (933.5, 339.5), (321.5, 323.5)]";"[1, 1, 1]"
90;0.051372051239;"[(1131.5, 397.5), (935.5, 342.5), (769.5, 346.5), (317.5, 328.5)]";"[0, 1, 1, 1]"
91;0.0639400482178;"[(780.5, 291.5), (935.5, 347.5), (1137.5, 361.5)]";"[1, 1, 1]"
92;0.081237077713;"[(709.5, 284.5), (305.5, 333.5), (935.5, 348.5)]";"[1, 1, 1]"
93;0.0860388278961;"[(709.5, 281.5), (937.5, 346.5), (299.5, 329.5), (1139.5, 361.5)]";"[1, 1, 1, 1]"
94;0.0575971603394;"[(935.5, 365.5), (778.5, 289.5), (938.5, 348.5)]";"[0, 1, 1]"
95;0.0498650074005;"[(1158.5, 406.5), (777.5, 290.5), (939.5, 348.5), (288.5, 333.5)]";"[0, 1, 1, 1]"
96;0.068167924881;"[(776.5, 291.5), (940.5, 349.5), (281.5, 333.5), (1156.5, 365.5)]";"[1, 1, 1, 1]"
97;0.0786130428314;"[(703.5, 282.5), (941.5, 349.5)]";"[1, 1]"
98;0.0753607749939;"[(731.5, 353.5), (943.5, 349.5)]";"[1, 1]"
99;0.0868880748749;"[(1188.5, 407.5), (776.5, 284.5), (945.5, 345.5)]";"[0, 1, 1]"
100;0.0577669143677;"[(699.5, 273.5), (945.5, 340.5), (257.5, 324.5)]";"[1, 1, 1]"
101;0.0671741962433;"[(947.5, 340.5), (698.5, 270.5), (252.5, 323.5)]";"[1, 1, 1]"
102;0.0769951343536;"[(774.5, 274.5), (948.5, 338.5), (248.5, 322.5)]";"[1, 1, 1]"
103;0.0851399898529;"[(950.5, 339.5), (724.5, 343.5)]";"[1, 1]"
104;0.0877850055695;"[(1229.5, 405.5), (773.5, 271.5)]";"[0, 1]"
105;0.0860838890076;"[(1238.5, 405.5), (749.5, 343.5), (953.5, 337.5), (225.5, 316.5)]";"[0, 1, 1, 1]"
106;0.0571439266205;"[(772.5, 274.5), (954.5, 341.5), (217.5, 313.5)]";"[1, 1, 1]"
107;0.0828540325165;"[(955.5, 346.5), (690.5, 268.5), (211.5, 320.5)]";"[1, 1, 1]"
108;0.0555040836334;"[(207.5, 358.5), (688.5, 268.5)]";"[0, 1]"
109;0.0640580654144;"[(686.5, 267.5), (958.5, 347.5), (197.5, 320.5)]";"[1, 1, 1]"
110;0.0635190010071;"[(770.5, 272.5), (961.5, 344.5), (188.5, 316.5)]";"[1, 1, 1]"
111;0.0714409351349;"[(963.5, 342.5), (769.5, 269.5), (179.5, 310.5)]";"[1, 1, 1]"
112;0.0536451339722;"[(769.5, 270.5), (965.5, 344.5)]";"[1, 1]"
113;0.0605838298798;"[(768.5, 267.5), (967.5, 340.5), (1181.5, 365.5)]";"[1, 1, 1]"
114;0.0828919410706;"[(1037.5, 364.5), (968.5, 335.5), (767.5, 261.5), (153.5, 310.5)]";"[0, 1, 1, 1]"
115;0.0861179828644;"[(675.5, 242.5), (146.5, 302.5), (970.5, 327.5)]";"[1, 1, 1]"
116;0.0582001209259;"[(765.5, 249.5), (136.5, 298.5), (973.5, 327.5)]";"[1, 1, 1]"
117;0.0694890022278;"[(764.5, 254.5), (975.5, 331.5), (125.5, 309.5)]";"[1, 1, 1]"
118;0.0794439315796;"[(1041.5, 365.5), (763.5, 258.5), (976.5, 336.5), (116.5, 313.5), (1262.5, 359.5)]";"[0, 1, 1, 1, 1]"
119;0.0539081096649;"[(668.5, 247.5), (979.5, 337.5), (109.5, 311.5), (1207.5, 361.5)]";"[1, 1, 1, 1]"
120;0.0686180591583;"[(1043.5, 366.5), (981.5, 334.5), (763.5, 255.5), (100.5, 308.5), (1259.5, 360.5)]";"[0, 1, 1, 1, 1]"
121;0.0606830120087;"[(762.5, 248.5), (983.5, 329.5), (87.5, 303.5)]";"[1, 1, 1]"
122;0.0775380134583;"[(84.5, 345.5), (1046.5, 349.5), (762.5, 244.5), (986.5, 326.5), (1262.5, 352.5), (78.5, 302.5)]";"[0, 0, 1, 1, 1, 1]"
123;0.0852229595184;"[(659.5, 228.5), (989.5, 321.5), (67.5, 297.5)]";"[1, 1, 1]"
124;0.0906949043274;"[(63.5, 341.5), (760.5, 234.5), (991.5, 318.5), (56.5, 295.5)]";"[0, 1, 1, 1]"
125;0.0560750961304;"[(51.5, 341.5), (995.5, 318.5), (760.5, 233.5), (1188.5, 344.5), (45.5, 295.5)]";"[0, 1, 1, 1, 1]"
126;0.0749490261078;"[(653.5, 220.5), (40.5, 296.5), (999.5, 315.5)]";"[1, 1, 1]"
127;0.0549850463867;"[(30.5, 344.5), (758.5, 232.5), (1001.5, 320.5), (23.5, 299.5)]";"[0, 1, 1, 1]"
128;0.0521171092987;"[(632.5, 383.5), (758.5, 240.5), (1004.5, 325.5), (11.5, 302.5)]";"[0, 1, 1, 1]"
129;0.0662260055542;"[(759.5, 242.5), (1008.5, 328.5), (6.5, 305.5)]";"[1, 1, 1]"
130;0.0687220096588;"[(647.5, 227.5), (1012.5, 330.5)]";"[1, 1]"
131;0.082319021225;"[(1011.5, 358.5), (646.5, 226.5), (1018.5, 329.5)]";"[0, 1, 1]"
132;0.0882790088654;"[(1024.5, 327.5), (646.5, 223.5)]";"[1, 1]"
133;0.0849990844727;"[(646.5, 221.5), (1028.5, 330.5)]";"[1, 1]"
134;0.0606279373169;"[(764.5, 227.5), (1036.5, 321.5)]";"[1, 1]"
135;0.0702488422394;"[(768.5, 215.5), (1041.5, 316.5)]";"[1, 1]"
136;0.0561289787292;"[(769.5, 207.5), (1052.5, 305.5)]";"[1, 1]"
137;0.0683629512787;"[(1058.5, 301.5), (770.5, 200.5)]";"[1, 1]"
138;0.0889668464661;"[(1066.5, 306.5), (775.5, 200.5)]";"[1, 1]"
139;0.0858309268951;"[(776.5, 203.5), (1072.5, 310.5)]";"[1, 1]"
140;0.067234992981;"[(777.5, 199.5), (1077.5, 311.5)]";"[1, 1]"
141;0.0512609481812;"[(1087.5, 305.5), (778.5, 197.5), (687.5, 337.5)]";"[1, 1, 1]"
142;0.0688910484314;"[(1094.5, 304.5), (642.5, 173.5), (717.5, 336.5)]";"[1, 1, 1]"
143;0.0782470703125;"[(640.5, 171.5), (1103.5, 303.5), (686.5, 337.5)]";"[1, 1, 1]"
144;0.0726048946381;"[(783.5, 191.5), (1111.5, 309.5), (686.5, 343.5)]";"[1, 1, 1]"
145;0.0822780132294;"[(1119.5, 311.5), (638.5, 177.5), (717.5, 348.5)]";"[1, 1, 1]"
146;0.0860259532928;"[(786.5, 192.5), (1125.5, 315.5), (717.5, 351.5)]";"[1, 1, 1]"
147;0.0850229263306;"[(1133.5, 307.5), (787.5, 181.5), (716.5, 345.5)]";"[1, 1, 1]"
148;0.0604720115662;"[(790.5, 172.5), (1147.5, 298.5), (717.5, 339.5)]";"[1, 1, 1]"
149;0.0661687850952;"[(1155.5, 289.5), (794.5, 156.5), (633.5, 139.5), (717.5, 329.5)]";"[1, 1, 1, 1]"
150;0.0751140117645;"[(1168.5, 282.5), (631.5, 129.5), (796.5, 148.5), (717.5, 324.5)]";"[1, 1, 1, 1]"
151;0.0863611698151;"[(1265.5, 338.5), (1179.5, 283.5), (797.5, 144.5), (630.5, 126.5)]";"[0, 1, 1, 1]"
152;0.0578918457031;"[(627.5, 123.5), (1188.5, 290.5), (799.5, 145.5)]";"[1, 1, 1]"
153;0.0690898895264;"[(801.5, 149.5), (1200.5, 294.5), (625.5, 125.5), (682.5, 340.5)]";"[1, 1, 1, 1]"
154;0.0873830318451;"[(803.5, 147.5), (1213.5, 296.5), (624.5, 126.5), (681.5, 343.5)]";"[1, 1, 1, 1]"
155;0.0557858943939;"[(806.5, 141.5), (1227.5, 292.5), (621.5, 121.5), (775.5, 368.5)]";"[1, 1, 1, 1]"
156;0.0757129192352;"[(810.5, 134.5), (1241.5, 292.5), (622.5, 111.5), (715.5, 344.5)]";"[1, 1, 1, 1]"
157;0.0814571380615;"[(814.5, 128.5), (1257.5, 289.5), (619.5, 106.5), (777.5, 367.5)]";"[1, 1, 1, 1]"
158;0.0600681304932;"[(928.5, 361.5), (817.5, 119.5), (1270.5, 286.5), (617.5, 97.5), (715.5, 344.5)]";"[0, 1, 1, 1, 1]"
159;0.0742938518524;"[(820.5, 109.5), (613.5, 85.5), (777.5, 364.5)]";"[1, 1, 1]"
160;0.0881128311157;"[(823.5, 97.5), (610.5, 73.5), (715.5, 337.5)]";"[1, 1, 1]"
161;0.0616247653961;"[(828.5, 85.5), (609.5, 61.5), (778.5, 357.5)]";"[1, 1, 1]"
162;0.0885450839996;"[(606.5, 54.5), (830.5, 74.5), (682.5, 331.5)]";"[1, 1, 1]"
163;0.0563559532166;"[(836.5, 69.5), (604.5, 44.5), (682.5, 337.5)]";"[1, 1, 1]"
164;0.0522921085358;"[(840.5, 65.5), (682.5, 342.5), (600.5, 40.5)]";"[1, 1, 1]"
165;0.0672631263733;"[(942.5, 363.5), (845.5, 63.5), (595.5, 35.5), (779.5, 371.5)]";"[0, 1, 1, 1]"
166;0.082267999649;"[(850.5, 58.5), (593.5, 31.5), (779.5, 377.5)]";"[1, 1, 1]"
167;0.0551750659943;"[(858.5, 44.5), (716.5, 354.5), (591.5, 16.5)]";"[1, 1, 1]"
168;0.0510499477386;"[(863.5, 31.5), (588.5, 7.5), (682.5, 354.5)]";"[1, 1, 1]"
169;0.0664179325104;"[(871.5, 12.5), (682.5, 350.5)]";"[1, 1]"
170;0.0788171291351;"[(682.5, 344.5)]";"[1]"
171;0.0816979408264;"[(715.5, 341.5)]";"[1]"
172;0.0872621536255;"[(780.5, 361.5)]";"[1]"
173;0.0858268737793;"[(715.5, 335.5)]";"[1]"
174;0.0847899913788;"[(781.5, 353.5)]";"[1]"
175;0.0846729278564;"[(781.5, 348.5)]";"[1]"
176;0.057991027832;"[(680.5, 319.5)]";"[1]"
177;0.0661849975586;"[(680.5, 318.5)]";"[1]"
178;0.0840611457825;"[(715.5, 320.5)]";"[1]"
179;0.0855460166931;"[(678.5, 324.5)]";"[1]"
180;0.0896830558777;"[(713.5, 334.5)]";"[1]"
181;0.086177110672;"[(713.5, 342.5)]";"[1]"
182;0.0896470546722;"[]";"[]"
183;0.0565519332886;"[(714.5, 342.5)]";"[1]"
184;0.0698709487915;"[(982.5, 352.5), (783.5, 362.5)]";"[0, 1]"
185;0.0831608772278;"[(787.5, 373.5)]";"[1]"
186;0.0792050361633;"[(716.5, 328.5)]";"[1]"
187;0.086277961731;"[(786.5, 359.5)]";"[1]"
188;0.0584490299225;"[(681.5, 338.5)]";"[1]"
189;0.0612568855286;"[(717.5, 347.5)]";"[1]"
190;0.0613629817963;"[(680.5, 348.5)]";"[1]"
191;0.0710570812225;"[(680.5, 346.5)]";"[1]"
192;0.0898969173431;"[(789.5, 371.5)]";"[1]"
193;0.0697529315948;"[(682.5, 381.5), (789.5, 366.5)]";"[0, 1]"
194;0.0556118488312;"[(789.5, 366.5)]";"[1]"
195;0.065376996994;"[(717.5, 340.5)]";"[1]"
196;0.0788321495056;"[(727.5, 389.5), (678.5, 338.5)]";"[0, 1]"
197;0.075973033905;"[(716.5, 335.5)]";"[1]"
198;0.0653038024902;"[(676.5, 331.5)]";"[1]"
199;0.0598680973053;"[(674.5, 332.5)]";"[1]"
200;0.0640790462494;"[(786.5, 361.5)]";"[1]"
201;0.0576210021973;"[]";"[]"
202;0.0585861206055;"[(1035.5, 354.5), (711.5, 342.5)]";"[0, 1]"
203;0.0569949150085;"[(671.5, 344.5)]";"[1]"
204;0.0608429908752;"[(785.5, 370.5)]";"[1]"
205;0.0685639381409;"[(670.5, 335.5)]";"[1]"
206;0.0539929866791;"[(785.5, 363.5)]";"[1]"
207;0.0576529502869;"[(784.5, 363.5)]";"[1]"
208;0.0579380989075;"[(708.5, 336.5)]";"[1]"
209;0.0573129653931;"[(696.5, 384.5), (666.5, 334.5)]";"[0, 1]"
210;0.084098815918;"[(696.5, 381.5), (708.5, 332.5)]";"[0, 1]"
211;0.0566430091858;"[(696.5, 378.5), (785.5, 375.5)]";"[0, 1]"
212;0.0575339794159;"[(786.5, 356.5)]";"[1]"
213;0.0695269107819;"[(786.5, 356.5)]";"[1]"
214;0.0891540050507;"[(708.5, 328.5)]";"[1]"
215;0.0565690994263;"[(707.5, 331.5)]";"[1]"
216;0.0766620635986;"[(665.5, 331.5)]";"[1]"
217;0.0856161117554;"[(708.5, 331.5)]";"[1]"
218;0.0699319839478;"[(665.5, 327.5)]";"[1]"
219;0.0524518489838;"[(708.5, 324.5)]";"[1]"
220;0.0607800483704;"[(788.5, 352.5)]";"[1]"
221;0.0539691448212;"[(665.5, 329.5)]";"[1]"
222;0.0548570156097;"[(708.5, 336.5)]";"[1]"
223;0.0598771572113;"[(692.5, 392.5), (666.5, 339.5)]";"[0, 1]"
224;0.0579428672791;"[(792.5, 367.5)]";"[1]"
225;0.081916809082;"[(712.5, 331.5), (32.5, 370.5)]";"[1, 1]"
226;0.071869134903;"[(672.5, 375.5), (713.5, 328.5)]";"[0, 1]"
227;0.0565609931946;"[(669.5, 328.5)]";"[1]"
228;0.0677759647369;"[(714.5, 329.5)]";"[1]"
229;0.050852060318;"[(696.5, 381.5), (670.5, 326.5)]";"[0, 1]"
230;0.0504071712494;"[(716.5, 325.5)]";"[1]"
231;0.0580110549927;"[(672.5, 324.5)]";"[1]"
232;0.0666868686676;"[(718.5, 326.5)]";"[1]"
233;0.0500290393829;"[(674.5, 331.5)]";"[1]"
234;0.0685520172119;"[(674.5, 338.5)]";"[1]"
235;0.0514857769012;"[]";"[]"
236;0.0706579685211;"[(722.5, 333.5)]";"[1]"
237;0.0822539329529;"[(724.5, 324.5)]";"[1]"
238;0.0801351070404;"[(678.5, 317.5)]";"[1]"
239;0.081866979599;"[(724.5, 321.5)]";"[1]"
240;0.0857110023499;"[(677.5, 329.5)]";"[1]"
241;0.0548150539398;"[(724.5, 334.5)]";"[1]"
242;0.0810489654541;"[(677.5, 331.5)]";"[1]"
243;0.081022977829;"[(677.5, 327.5)]";"[1]"
244;0.0776970386505;"[(726.5, 325.5)]";"[1]"
245;0.0696549415588;"[(725.5, 323.5)]";"[1]"
246;0.0515480041504;"[(676.5, 323.5)]";"[1]"
247;0.0616760253906;"[(724.5, 325.5)]";"[1]"
248;0.0540728569031;"[(674.5, 324.5)]";"[1]"
249;0.0644130706787;"[(722.5, 325.5)]";"[1]"
250;0.0528419017792;"[(721.5, 321.5), (413.5, 347.5)]";"[1, 1]"
251;0.0630671977997;"[(719.5, 320.5)]";"[1]"
252;0.0755498409271;"[(718.5, 323.5)]";"[1]"
253;0.0801210403442;"[(716.5, 324.5)]";"[1]"
254;0.0889139175415;"[(666.5, 323.5)]";"[1]"
255;0.0633311271667;"[(716.5, 323.5), (167.5, 360.5)]";"[1, 1]"
256;0.0854110717773;"[(665.5, 319.5)]";"[1]"
257;0.0816900730133;"[(811.5, 366.5), (664.5, 319.5)]";"[0, 1]"
258;0.0596368312836;"[(714.5, 323.5)]";"[1]"
259;0.0590999126434;"[(714.5, 325.5)]";"[1]"
260;0.0640468597412;"[(812.5, 366.5)]";"[1]"
261;0.0497848987579;"[(662.5, 329.5)]";"[1]"
262;0.0620510578156;"[(814.5, 362.5)]";"[1]"
263;0.0745029449463;"[(716.5, 319.5)]";"[1]"
264;0.088849067688;"[(816.5, 354.5)]";"[1]"
265;0.055408000946;"[(716.5, 317.5)]";"[1]"
266;0.0566098690033;"[(125.5, 348.5), (662.5, 318.5)]";"[0, 1]"
267;0.0598340034485;"[(718.5, 317.5)]";"[1]"
268;0.0680739879608;"[(718.5, 312.5)]";"[1]"
269;0.0815091133118;"[(113.5, 345.5), (718.5, 310.5)]";"[0, 1]"
270;0.0888819694519;"[(822.5, 349.5), (663.5, 311.5)]";"[1, 1]"
271;0.0713419914246;"[(663.5, 318.5), (823.5, 357.5)]";"[1, 1]"
272;0.0761449337006;"[(664.5, 323.5), (825.5, 362.5)]";"[1, 1]"
273;0.0671980381012;"[(665.5, 324.5), (826.5, 363.5)]";"[1, 1]"
274;0.0547158718109;"[(665.5, 320.5)]";"[1]"
275;0.0527908802032;"[(666.5, 315.5), (828.5, 356.5)]";"[1, 1]"
276;0.0675179958344;"[(830.5, 352.5), (666.5, 311.5)]";"[1, 1]"
277;0.0548470020294;"[(830.5, 345.5), (664.5, 305.5)]";"[1, 1]"
278;0.0554220676422;"[(665.5, 301.5), (831.5, 343.5)]";"[1, 1]"
279;0.0645508766174;"[(85.5, 333.5), (665.5, 300.5), (832.5, 341.5)]";"[0, 1, 1]"
280;0.0524320602417;"[(665.5, 305.5)]";"[1]"
281;0.0655720233917;"[(665.5, 312.5), (833.5, 354.5)]";"[1, 1]"
282;0.0856068134308;"[(665.5, 320.5), (835.5, 361.5)]";"[1, 1]"
283;0.0854279994965;"[(418.5, 364.5), (724.5, 323.5), (354.5, 354.5)]";"[0, 1, 1]"
284;0.0804400444031;"[(724.5, 321.5)]";"[1]"
285;0.0801780223846;"[(837.5, 358.5), (664.5, 317.5)]";"[1, 1]"
286;0.0887529850006;"[(725.5, 310.5)]";"[1]"
287;0.0544719696045;"[(663.5, 305.5), (839.5, 349.5)]";"[1, 1]"
288;0.0525970458984;"[(663.5, 305.5)]";"[1]"
289;0.0665519237518;"[(664.5, 306.5), (842.5, 350.5)]";"[1, 1]"
290;0.0521440505981;"[(52.5, 355.5), (724.5, 314.5)]";"[0, 1]"
291;0.0496299266815;"[(663.5, 322.5), (843.5, 365.5)]";"[1, 1]"
292;0.0548710823059;"[(45.5, 363.5), (726.5, 324.5)]";"[0, 1]"
293;0.0662200450897;"[(40.5, 359.5), (727.5, 319.5), (331.5, 355.5)]";"[0, 1, 1]"
294;0.0703151226044;"[(663.5, 311.5), (847.5, 355.5)]";"[1, 1]"
295;0.0680611133575;"[(849.5, 349.5), (663.5, 304.5)]";"[1, 1]"
296;0.078113079071;"[(729.5, 304.5)]";"[1]"
297;0.0807211399078;"[(729.5, 304.5), (322.5, 339.5)]";"[1, 1]"
298;0.0881938934326;"[(729.5, 307.5), (319.5, 341.5)]";"[1, 1]"
299;0.0861690044403;"[(12.5, 350.5), (851.5, 355.5), (662.5, 308.5)]";"[0, 1, 1]"
300;0.0571699142456;"[(661.5, 307.5), (852.5, 352.5)]";"[1, 1]"
301;0.0493628978729;"[(853.5, 351.5), (661.5, 304.5)]";"[1, 1]"
302;0.0498700141907;"[(661.5, 299.5), (855.5, 345.5)]";"[1, 1]"
303;0.0667691230774;"[(855.5, 339.5), (660.5, 294.5)]";"[1, 1]"
304;0.0815401077271;"[(728.5, 296.5), (303.5, 340.5)]";"[1, 1]"
305;0.0546810626984;"[(661.5, 302.5), (857.5, 348.5), (301.5, 344.5)]";"[1, 1, 1]"
306;0.0731689929962;"[(731.5, 307.5)]";"[1]"
307;0.0791420936584;"[(662.5, 305.5), (861.5, 352.5)]";"[1, 1]"
308;0.0555951595306;"[(662.5, 301.5)]";"[1]"
309;0.0723559856415;"[(733.5, 297.5)]";"[1]"
310;0.088014125824;"[(663.5, 293.5), (867.5, 341.5)]";"[1, 1]"
311;0.0557930469513;"[(663.5, 295.5), (869.5, 342.5)]";"[1, 1]"
312;0.0522029399872;"[(735.5, 299.5), (285.5, 341.5)]";"[1, 1]"
313;0.0657870769501;"[(736.5, 300.5), (280.5, 343.5)]";"[1, 1]"
314;0.0785841941833;"[(697.5, 373.5), (874.5, 346.5), (663.5, 298.5), (280.5, 343.5)]";"[0, 1, 1, 1]"
315;0.085676908493;"[(875.5, 344.5), (665.5, 295.5), (277.5, 340.5)]";"[1, 1, 1]"
316;0.0854229927063;"[(877.5, 339.5), (663.5, 290.5), (274.5, 335.5)]";"[1, 1, 1]"
317;0.08154296875;"[(663.5, 284.5), (877.5, 333.5), (270.5, 330.5)]";"[1, 1, 1]"
318;0.089152097702;"[(661.5, 281.5), (877.5, 334.5)]";"[1, 1]"
319;0.0849850177765;"[(662.5, 284.5), (878.5, 335.5), (262.5, 329.5)]";"[1, 1, 1]"
320;0.0568969249725;"[(659.5, 289.5)]";"[1]"
321;0.0592539310455;"[(881.5, 345.5), (660.5, 294.5)]";"[1, 1]"
322;0.0831129550934;"[(737.5, 299.5)]";"[1]"
323;0.0543830394745;"[(694.5, 379.5), (658.5, 297.5), (247.5, 343.5)]";"[0, 1, 1]"
324;0.0549371242523;"[(658.5, 293.5), (884.5, 346.5)]";"[1, 1]"
325;0.0621161460876;"[(657.5, 288.5), (885.5, 341.5)]";"[1, 1]"
326;0.0798299312592;"[(657.5, 287.5), (887.5, 338.5)]";"[1, 1]"
327;0.079733133316;"[(656.5, 279.5), (888.5, 334.5)]";"[1, 1]"
328;0.0765960216522;"[(656.5, 280.5), (890.5, 336.5), (226.5, 326.5)]";"[1, 1, 1]"
