frameno;frametime;radious;cir_pos;color
1562;0.112458944321;"[5.7008772]";"[(1416.5, 326.5)]";"[1]"
1563;0.1086769104;"[5.7008772, 6.6708322]";"[(376.5, 570.5), (1422.5, 331.5)]";"[0, 1]"
1564;0.103385925293;"[5.7008772]";"[(1431.5, 336.5)]";"[1]"
1565;0.113723993301;"[]";"[]";"[]"
1566;0.117727041245;"[5.7008772]";"[(1446.5, 344.5)]";"[1]"
1567;0.112565040588;"[5.7008772]";"[(1454.5, 348.5)]";"[1]"
1568;0.0952799320221;"[6.5192022]";"[(1471.5, 360.5)]";"[1]"
1569;0.11761713028;"[]";"[]";"[]"
1570;0.114073038101;"[6.6708322]";"[(1517.5, 378.5)]";"[1]"
1571;0.119518041611;"[6.6708322, 6.3639612]";"[(464.5, 588.5), (1523.5, 385.5)]";"[0, 1]"
1572;0.117133140564;"[5.7008772]";"[(1523.5, 389.5)]";"[1]"
1573;0.121094942093;"[6.6708322]";"[(1531.5, 392.5)]";"[1]"
1574;0.11492395401;"[6.041523]";"[(1541.5, 391.5)]";"[1]"
1575;0.0975708961487;"[6.3639612, 6.6708322, 5.7008772]";"[(1863.5, 616.5), (1556.5, 390.5), (1298.5, 381.5)]";"[0, 1, 1]"
1576;0.108089923859;"[6.6708322]";"[(1576.5, 396.5)]";"[1]"
1577;0.109035015106;"[5.7008772, 6.5192022, 5.7008772]";"[(1901.5, 640.5), (1590.5, 393.5), (1327.5, 382.5)]";"[0, 1, 1]"
1578;0.0965960025787;"[6.5192022, 5.7008772]";"[(1597.5, 391.5), (1335.5, 380.5)]";"[1, 1]"
1579;0.0907869338989;"[6.6708322]";"[(1597.5, 385.5)]";"[1]"
1580;0.093300819397;"[6.3639612]";"[(1600.5, 383.5)]";"[1]"
1581;0.121289968491;"[6.5192022]";"[(1605.5, 380.5)]";"[1]"
1582;0.101447105408;"[6.6708322]";"[(1610.5, 375.5)]";"[1]"
1583;0.0917630195618;"[6.6708322]";"[(1618.5, 374.5)]";"[1]"
1584;0.0996890068054;"[6.6708322]";"[(1625.5, 373.5)]";"[1]"
1585;0.0981411933899;"[6.6708322]";"[(1640.5, 364.5)]";"[1]"
1586;0.0903511047363;"[6.3639612]";"[(1663.5, 361.5)]";"[1]"
1587;0.0949909687042;"[6.041523]";"[(1681.5, 361.5)]";"[1]"
1588;0.115375041962;"[6.9641943, 5.7008772]";"[(1692.5, 358.5), (1417.5, 353.5)]";"[1, 1]"
1589;0.0969018936157;"[6.041523, 5.7008772]";"[(1705.5, 359.5), (1430.5, 354.5)]";"[1, 1]"
1590;0.0902609825134;"[6.3639612, 5.7008772]";"[(1725.5, 361.5), (1446.5, 357.5)]";"[1, 1]"
1591;0.110618114471;"[]";"[]";"[]"
1592;0.116074085236;"[6.3639612, 5.7008772]";"[(1759.5, 359.5), (1477.5, 357.5)]";"[1, 1]"
1593;0.116849899292;"[6.9641943]";"[(1772.5, 358.5)]";"[1]"
1594;0.087721824646;"[6.6708322]";"[(1784.5, 355.5)]";"[1]"
1595;0.102431058884;"[6.6708322]";"[(1800.5, 356.5)]";"[1]"
1596;0.0927028656006;"[7.3824115]";"[(1814.5, 353.5)]";"[1]"
1597;0.112213134766;"[6.5192022]";"[(1830.5, 351.5)]";"[1]"
1598;0.107537031174;"[5.7008772]";"[(1845.5, 351.5)]";"[1]"
1599;0.111759901047;"[6.5192022]";"[(1851.5, 358.5)]";"[1]"
1600;0.115648984909;"[7.1063352, 5.7008772]";"[(1854.5, 361.5), (1555.5, 361.5)]";"[1, 1]"
1601;0.0917160511017;"[5.7008772]";"[(1553.5, 362.5)]";"[1]"
1602;0.11906504631;"[6.6708322, 5.7008772]";"[(1840.5, 362.5), (1544.5, 363.5)]";"[1, 1]"
1603;0.119270086288;"[6.5192022, 5.7008772]";"[(1823.5, 362.5), (1530.5, 363.5)]";"[1, 1]"
1604;0.117702960968;"[5.7008772, 6.5192022, 5.7008772]";"[(1663.5, 608.5), (1814.5, 363.5), (1522.5, 364.5)]";"[0, 1, 1]"
1605;0.11899805069;"[5.7008772, 5.7008772]";"[(1813.5, 361.5), (1522.5, 364.5)]";"[1, 1]"
1606;0.119056940079;"[6.5192022, 5.7008772]";"[(1812.5, 359.5), (1521.5, 362.5)]";"[1, 1]"
1607;0.107585906982;"[6.5192022, 5.7008772]";"[(1804.5, 356.5), (1514.5, 358.5)]";"[1, 1]"
1608;0.0904471874237;"[5.7008772, 5.7008772]";"[(1791.5, 352.5), (1503.5, 356.5)]";"[1, 1]"
1609;0.110081195831;"[6.5192022, 5.7008772]";"[(1779.5, 354.5), (1491.5, 356.5)]";"[1, 1]"
1610;0.0901408195496;"[6.5192022]";"[(1761.5, 356.5)]";"[1]"
1611;0.110168933868;"[6.3639612, 5.5226803]";"[(1739.5, 355.5), (1458.5, 357.5)]";"[1, 1]"
1612;0.117074966431;"[5.7008772, 6.6708322, 5.7008772]";"[(585.5, 572.5), (1717.5, 356.5), (1440.5, 357.5)]";"[0, 1, 1]"
1613;0.113660812378;"[6.3639612, 5.7008772]";"[(1687.5, 347.5), (1413.5, 349.5)]";"[1, 1]"
1614;0.112462997437;"[6.6708322]";"[(1655.5, 338.5)]";"[1]"
1615;0.111227035522;"[6.3639612]";"[(1623.5, 337.5)]";"[1]"
1616;0.114599943161;"[6.6708322]";"[(1596.5, 340.5)]";"[1]"
1617;0.114740848541;"[6.6708322]";"[(1576.5, 342.5)]";"[1]"
1618;0.0918390750885;"[6.6708322]";"[(1550.5, 341.5)]";"[1]"
1619;0.100869178772;"[7.1063352, 5.7008772]";"[(1836.5, 544.5), (1519.5, 338.5)]";"[0, 1]"
1620;0.108933210373;"[5.7008772]";"[(1493.5, 337.5)]";"[1]"
1621;0.108973026276;"[5.7008772, 5.7008772]";"[(1763.5, 558.5), (1455.5, 338.5)]";"[0, 1]"
1622;0.119390010834;"[6.041523]";"[(1408.5, 331.5)]";"[1]"
1623;0.112284183502;"[5.7008772]";"[(1368.5, 329.5)]";"[1]"
1624;0.110523939133;"[5.7008772]";"[(1332.5, 325.5)]";"[1]"
1625;0.117070913315;"[5.7008772]";"[(1301.5, 319.5)]";"[1]"
1626;0.111722946167;"[5.7008772]";"[(1279.5, 318.5)]";"[1]"
1627;0.109519958496;"[5.7008772]";"[(1260.5, 323.5)]";"[1]"
1628;0.104390144348;"[5.7008772]";"[(1239.5, 321.5)]";"[1]"
1629;0.101431846619;"[5.7008772]";"[(1220.5, 319.5)]";"[1]"
1630;0.111392974854;"[5.7008772, 5.7008772]";"[(1469.5, 516.5), (1201.5, 321.5)]";"[0, 1]"
1631;0.11589384079;"[5.7008772]";"[(1181.5, 322.5)]";"[1]"
1632;0.112595081329;"[5.7008772]";"[(1163.5, 323.5)]";"[1]"
1633;0.107774019241;"[5.7008772]";"[(1144.5, 319.5)]";"[1]"
1634;0.107828855515;"[5.7008772, 5.7008772]";"[(365.5, 576.5), (1130.5, 319.5)]";"[0, 1]"
1635;0.110166072845;"[5.7008772, 5.7008772]";"[(385.5, 580.5), (1112.5, 330.5)]";"[0, 1]"
1636;0.103653907776;"[5.7008772]";"[(1091.5, 331.5)]";"[1]"
1637;0.0990397930145;"[5.7008772, 5.7008772]";"[(1333.5, 527.5), (1078.5, 330.5)]";"[0, 1]"
1638;0.11111998558;"[5.7008772]";"[(1069.5, 330.5)]";"[1]"
1639;0.111602067947;"[5.7008772, 5.7008772]";"[(1316.5, 526.5), (1061.5, 330.5)]";"[0, 1]"
1640;0.114865064621;"[5.7008772]";"[(1049.5, 332.5)]";"[1]"
1641;0.111289978027;"[5.7008772, 5.7008772]";"[(1287.5, 544.5), (1035.5, 331.5)]";"[0, 1]"
1642;0.115643024445;"[5.7008772]";"[(1024.5, 325.5)]";"[1]"
1643;0.109855175018;"[6.6708322, 5.7008772]";"[(1259.5, 528.5), (1018.5, 325.5)]";"[0, 1]"
1644;0.0942888259888;"[5.7008772]";"[(1011.5, 335.5)]";"[1]"
1645;0.0910701751709;"[5.7008772, 5.7008772]";"[(997.5, 338.5), (761.5, 323.5)]";"[1, 1]"
1646;0.109414815903;"[5.7008772, 5.7008772]";"[(389.5, 561.5), (990.5, 337.5)]";"[0, 1]"
1647;0.115101099014;"[5.7008772]";"[(981.5, 339.5)]";"[1]"
1648;0.0890688896179;"[5.7008772, 5.7008772]";"[(1221.5, 545.5), (974.5, 345.5)]";"[0, 1]"
1649;0.0890429019928;"[5.7008772, 5.7008772]";"[(1213.5, 551.5), (966.5, 351.5)]";"[0, 1]"
1650;0.0890078544617;"[5.7008772]";"[(946.5, 352.5)]";"[1]"
1651;0.110887050629;"[5.7008772, 6.6708322]";"[(422.5, 577.5), (922.5, 352.5)]";"[0, 1]"
1652;0.113590955734;"[5.7008772]";"[(897.5, 358.5)]";"[1]"
1653;0.112968921661;"[5.7008772]";"[(873.5, 365.5)]";"[1]"
1654;0.101731061935;"[5.7008772, 5.7008772]";"[(844.5, 371.5), (600.5, 353.5)]";"[1, 1]"
1655;0.0895199775696;"[]";"[]";"[]"
1656;0.106074094772;"[5.7008772, 5.7008772]";"[(533.5, 345.5), (781.5, 362.5)]";"[1, 1]"
