frameno;frametime;filtertime;radious;cir_pos;color
4175;0.127244949341;0.00183296203613;"[7.7781744]";"[(443, 421)]";"[1]"
4176;0.103338956833;0.00293803215027;"[7.7781744]";"[(449, 433)]";"[1]"
4177;0.117038011551;0.00221610069275;"[8.8600225]";"[(452, 444)]";"[1]"
4178;0.110373020172;0.00257802009583;"[9.1923885]";"[(452, 450)]";"[1]"
4179;0.100046157837;0.00166797637939;"[8.8600225]";"[(465, 447)]";"[1]"
4180;0.124524831772;0.00297689437866;"[8.8600225]";"[(479, 431)]";"[1]"
4181;0.102466106415;0.00261092185974;"[8.7464275]";"[(489, 422)]";"[1]"
4182;0.120093822479;0.00220894813538;"[7.6485291]";"[(491, 428)]";"[1]"
4183;0.106772184372;0.00180888175964;"[6.5192022]";"[(490, 438)]";"[1]"
4184;0.116684913635;0.00227999687195;"[7.905694]";"[(498, 452)]";"[1]"
4185;0.116298913956;0.00265383720398;"[8.8600225]";"[(508, 468)]";"[1]"
4186;0.113536119461;0.00213694572449;"[7.6485291]";"[(509, 486)]";"[1]"
4187;0.102505922318;0.00257778167725;"[8.5146933]";"[(509, 504)]";"[1]"
4188;0.132153987885;0.00234794616699;"[7.7781744]";"[(503, 544)]";"[1]"
4189;0.125392913818;-1;"[]";"[]";"[]"
4190;0.0978031158447;0.00168204307556;"[7.3824115]";"[(504, 579)]";"[1]"
4191;0.120067119598;-1;"[]";"[]";"[]"
4192;0.0971069335938;-1;"[]";"[]";"[]"
4193;0.118468999863;0.0013530254364;"[6.041523]";"[(475, 629)]";"[1]"
4194;0.101973056793;0.00214791297913;"[7.905694]";"[(437, 620)]";"[1]"
4195;0.116577148438;0.00175213813782;"[6.6708322]";"[(419, 616)]";"[1]"
4196;0.104238986969;-1;"[]";"[]";"[]"
4197;0.127830982208;0.00139594078064;"[5.7008772]";"[(403, 616)]";"[1]"
4198;0.111756086349;-1;"[]";"[]";"[]"
4199;0.10312795639;-1;"[]";"[]";"[]"
4200;0.128723859787;-1;"[]";"[]";"[]"
4201;0.0993721485138;0.00214886665344;"[8.276473]";"[(355, 673)]";"[1]"
4202;0.100421190262;0.00133109092712;"[6.041523]";"[(357, 697)]";"[1]"
4203;0.117223024368;0.00283217430115;"[9.1923885]";"[(362, 719)]";"[1]"
4204;0.110138893127;-1;"[]";"[]";"[]"
4205;0.101047039032;-1;"[]";"[]";"[]"
4206;0.114568948746;-1;"[]";"[]";"[]"
4207;0.121757030487;-1;"[]";"[]";"[]"
4208;0.097424030304;-1;"[]";"[]";"[]"
4209;0.112622976303;-1;"[]";"[]";"[]"
4210;0.105849981308;-1;"[]";"[]";"[]"
4211;0.104762077332;-1;"[]";"[]";"[]"
4212;0.126219987869;-1;"[]";"[]";"[]"
4213;0.11896109581;-1;"[]";"[]";"[]"
4214;0.0913710594177;-1;"[]";"[]";"[]"
4215;0.109121084213;0.00131678581238;"[5.7008772]";"[(380, 671)]";"[1]"
4216;0.0971319675446;0.00183606147766;"[6.6708322]";"[(391, 652)]";"[1]"
4217;0.0965268611908;0.00171279907227;"[6.6708322]";"[(398, 639)]";"[1]"
4218;0.10345697403;0.00131392478943;"[5.7008772]";"[(400, 628)]";"[1]"
4219;0.103513002396;0.00254511833191;"[5.7008772]";"[(404, 621)]";"[1]"
4220;0.144369840622;0.00130105018616;"[5.7008772]";"[(411, 618)]";"[1]"
4221;0.101035833359;0.00168919563293;"[6.6708322]";"[(413, 600)]";"[1]"
4222;0.111509084702;0.00134015083313;"[6.3639612]";"[(405, 573)]";"[1]"
4223;0.12270283699;0.00275206565857;"[9.3005381]";"[(384, 524)]";"[1]"
4224;0.10630106926;-1;"[]";"[]";"[]"
4225;0.131910085678;-1;"[]";"[]";"[]"
4226;0.121268987656;0.00278210639954;"[8.7464275]";"[(270, 380)]";"[1]"
4227;0.102509975433;-1;"[]";"[]";"[]"
4228;0.114996194839;0.00267100334167;"[8.6313381]";"[(259, 348)]";"[1]"
4229;0.105180978775;0.00412797927856;"[7.905694]";"[(257, 328)]";"[1]"
4230;0.120218992233;0.0030300617218;"[8.5146933]";"[(259, 317)]";"[1]"
4231;0.118124008179;0.0021870136261;"[7.6485291]";"[(261, 313)]";"[1]"
4232;0.107510089874;0.00269889831543;"[8.8600225]";"[(268, 308)]";"[1]"
4233;0.099848985672;0.00169682502747;"[6.5192022]";"[(276, 299)]";"[1]"
4234;0.111183166504;0.00264000892639;"[6.5192022]";"[(286, 289)]";"[1]"
4235;0.0956251621246;0.00170302391052;"[6.6708322]";"[(295, 276)]";"[1]"
4236;0.107659101486;-1;"[]";"[]";"[]"
4237;0.120154857635;0.00143504142761;"[6.041523]";"[(297, 259)]";"[1]"
4238;0.100123167038;0.00210499763489;"[5.7008772]";"[(311, 259)]";"[1]"
4239;0.122834205627;0.00293707847595;"[5.7008772]";"[(326, 257)]";"[1]"
4240;0.131071805954;-1;"[]";"[]";"[]"
4241;0.128340959549;0.00143384933472;"[5.7008772]";"[(348, 226)]";"[1]"
4242;0.118815898895;0.00139021873474;"[5.7008772]";"[(349, 206)]";"[1]"
4243;0.112801074982;-1;"[]";"[]";"[]"
4244;0.105687856674;-1;"[]";"[]";"[]"
4245;0.112322092056;-1;"[]";"[]";"[]"
4246;0.122133970261;-1;"[]";"[]";"[]"
4247;0.119964838028;0.00256204605103;"[7.905694]";"[(365, 161)]";"[1]"
4248;0.126865148544;0.00322318077087;"[7.905694]";"[(359, 163)]";"[1]"
4249;0.117115020752;-1;"[]";"[]";"[]"
4250;0.180735111237;0.00293397903442;"[8.6313381]";"[(354, 154)]";"[1]"
4251;0.116082906723;-1;"[]";"[]";"[]"
4252;0.106202840805;0.00283694267273;"[8.5146933]";"[(339, 135)]";"[1]"
4253;0.114476919174;0.00176000595093;"[6.5192022]";"[(315, 113)]";"[1]"
4254;0.121758937836;0.00176692008972;"[6.041523]";"[(303, 93)]";"[1]"
4255;0.117238998413;-1;"[]";"[]";"[]"
4256;0.118105173111;0.00358414649963;"[6.5192022]";"[(304, 86)]";"[1]"
4257;0.115905046463;0.00295805931091;"[8.276473]";"[(287, 87)]";"[1]"
4258;0.122758150101;0.00279092788696;"[8.5146933]";"[(269, 89)]";"[1]"
4259;0.105826854706;0.00180292129517;"[6.5192022]";"[(261, 94)]";"[1]"
4260;0.123995065689;-1;"[]";"[]";"[]"
4261;0.109521865845;-1;"[]";"[]";"[]"
4262;0.114711999893;0.00175786018372;"[7.1063352]";"[(255, 107)]";"[1]"
4263;0.122725009918;0.00137996673584;"[5.7008772]";"[(248, 119)]";"[1]"
4264;0.102218151093;-1;"[]";"[]";"[]"
4265;0.098051071167;0.00130605697632;"[6.041523]";"[(252, 140)]";"[1]"
4266;0.0983448028564;0.00131511688232;"[5.7008772]";"[(250, 145)]";"[1]"
4267;0.102513074875;-1;"[]";"[]";"[]"
4268;0.121457099915;0.00142288208008;"[5.7008772]";"[(261, 156)]";"[1]"
4269;0.128064155579;0.00147008895874;"[9.5131493]";"[(267, 135)]";"[1]"
4270;0.124521970749;0.00143909454346;"[5.7008772]";"[(267, 112)]";"[1]"
4271;0.122970819473;-1;"[]";"[]";"[]"
4272;0.116669893265;-1;"[]";"[]";"[]"
4273;0.100666999817;-1;"[]";"[]";"[]"
4274;0.129717111588;0.00202894210815;"[6.5192022]";"[(238, 7)]";"[1]"
4275;0.103407859802;-1;"[]";"[]";"[]"
4276;0.114784955978;-1;"[]";"[]";"[]"
4277;0.133138895035;-1;"[]";"[]";"[]"
4278;0.117779970169;-1;"[]";"[]";"[]"
4279;0.131282091141;-1;"[]";"[]";"[]"
4280;0.107169866562;-1;"[]";"[]";"[]"
4281;0.118435144424;-1;"[]";"[]";"[]"
4282;0.110687017441;-1;"[]";"[]";"[]"
4283;0.107851028442;-1;"[]";"[]";"[]"
4284;0.12081193924;-1;"[]";"[]";"[]"
4285;0.0982320308685;-1;"[]";"[]";"[]"
4286;0.125351190567;-1;"[]";"[]";"[]"
4287;0.0976841449738;-1;"[]";"[]";"[]"
4288;0.0980780124664;-1;"[]";"[]";"[]"
4289;0.0955810546875;-1;"[]";"[]";"[]"
4290;0.120640039444;-1;"[]";"[]";"[]"
4291;0.111849069595;-1;"[]";"[]";"[]"
4292;0.0981180667877;-1;"[]";"[]";"[]"
4293;0.113104104996;-1;"[]";"[]";"[]"
4294;0.100153923035;-1;"[]";"[]";"[]"
4295;0.101449966431;-1;"[]";"[]";"[]"
4296;0.107268095016;-1;"[]";"[]";"[]"
4297;0.115097045898;-1;"[]";"[]";"[]"
4298;0.120434999466;-1;"[]";"[]";"[]"
4299;0.120150089264;-1;"[]";"[]";"[]"
4300;0.11539888382;-1;"[]";"[]";"[]"
4301;0.0951459407806;-1;"[]";"[]";"[]"
4302;0.110213041306;-1;"[]";"[]";"[]"
4303;0.106143951416;-1;"[]";"[]";"[]"
4304;0.0977389812469;-1;"[]";"[]";"[]"
4305;0.117110967636;-1;"[]";"[]";"[]"
4306;0.103976011276;0.00138211250305;"[7.5166483]";"[(818, 743)]";"[0]"
4307;0.0935039520264;-1;"[]";"[]";"[]"
4308;0.114789962769;-1;"[]";"[]";"[]"
4309;0.108245134354;-1;"[]";"[]";"[]"
4310;0.108435869217;-1;"[]";"[]";"[]"
4311;0.100521087646;-1;"[]";"[]";"[]"
4312;0.103209018707;-1;"[]";"[]";"[]"
4313;0.116997003555;-1;"[]";"[]";"[]"
4314;0.142915010452;-1;"[]";"[]";"[]"
4315;0.117851018906;-1;"[]";"[]";"[]"
4316;0.134068965912;-1;"[]";"[]";"[]"
4317;0.0940129756927;-1;"[]";"[]";"[]"
4318;0.113711118698;-1;"[]";"[]";"[]"
4319;0.125816822052;-1;"[]";"[]";"[]"
4320;0.108243942261;-1;"[]";"[]";"[]"
4321;0.135486125946;-1;"[]";"[]";"[]"
4322;0.126504898071;-1;"[]";"[]";"[]"
4323;0.106905937195;-1;"[]";"[]";"[]"
4324;0.1068110466;-1;"[]";"[]";"[]"
4325;0.103101968765;-1;"[]";"[]";"[]"
4326;0.101129055023;-1;"[]";"[]";"[]"
4327;0.119993925095;-1;"[]";"[]";"[]"
4328;0.125802993774;-1;"[]";"[]";"[]"
4329;0.104289054871;-1;"[]";"[]";"[]"
4330;0.119569063187;-1;"[]";"[]";"[]"
4331;0.107131004333;-1;"[]";"[]";"[]"
4332;0.122596979141;-1;"[]";"[]";"[]"
4333;0.12530207634;-1;"[]";"[]";"[]"
4334;0.106867074966;-1;"[]";"[]";"[]"
4335;0.105529069901;-1;"[]";"[]";"[]"
4336;0.1149289608;-1;"[]";"[]";"[]"
4337;0.102187871933;-1;"[]";"[]";"[]"
4338;0.117021083832;-1;"[]";"[]";"[]"
4339;0.116637945175;-1;"[]";"[]";"[]"
4340;0.115505933762;-1;"[]";"[]";"[]"
4341;0.111790895462;-1;"[]";"[]";"[]"
4342;0.0938630104065;-1;"[]";"[]";"[]"
4343;0.110723018646;-1;"[]";"[]";"[]"
4344;0.121425867081;-1;"[]";"[]";"[]"
4345;0.095850944519;-1;"[]";"[]";"[]"
4346;0.102334976196;-1;"[]";"[]";"[]"
4347;0.0983059406281;-1;"[]";"[]";"[]"
4348;0.126582860947;-1;"[]";"[]";"[]"
4349;0.0989060401917;-1;"[]";"[]";"[]"
4350;0.113820075989;-1;"[]";"[]";"[]"
4351;0.110123872757;-1;"[]";"[]";"[]"
4352;0.116466999054;-1;"[]";"[]";"[]"
4353;0.11025595665;-1;"[]";"[]";"[]"
4354;0.10075712204;-1;"[]";"[]";"[]"
4355;0.102196931839;-1;"[]";"[]";"[]"
4356;0.122372150421;-1;"[]";"[]";"[]"
4357;0.157303094864;-1;"[]";"[]";"[]"
4358;0.0936269760132;-1;"[]";"[]";"[]"
4359;0.115229129791;-1;"[]";"[]";"[]"
4360;0.100084066391;-1;"[]";"[]";"[]"
4361;0.108861923218;-1;"[]";"[]";"[]"
4362;0.129669904709;-1;"[]";"[]";"[]"
4363;0.0938639640808;-1;"[]";"[]";"[]"
4364;0.0928828716278;-1;"[]";"[]";"[]"
4365;0.11735200882;-1;"[]";"[]";"[]"
4366;0.125549077988;-1;"[]";"[]";"[]"
4367;0.134149074554;-1;"[]";"[]";"[]"
4368;0.124666929245;-1;"[]";"[]";"[]"
4369;0.0974230766296;-1;"[]";"[]";"[]"
4370;0.106662034988;-1;"[]";"[]";"[]"
4371;0.118165016174;-1;"[]";"[]";"[]"
4372;0.103057861328;-1;"[]";"[]";"[]"
4373;0.11580491066;-1;"[]";"[]";"[]"
4374;0.128562927246;-1;"[]";"[]";"[]"
4375;0.122344017029;-1;"[]";"[]";"[]"
4376;0.109801054001;-1;"[]";"[]";"[]"
4377;0.107802867889;-1;"[]";"[]";"[]"
4378;0.107067108154;-1;"[]";"[]";"[]"
4379;0.0925550460815;-1;"[]";"[]";"[]"
4380;0.118949174881;-1;"[]";"[]";"[]"
4381;0.125941991806;-1;"[]";"[]";"[]"
4382;0.112862110138;-1;"[]";"[]";"[]"
4383;0.112893104553;-1;"[]";"[]";"[]"
4384;0.0984749794006;-1;"[]";"[]";"[]"
4385;0.0977880954742;-1;"[]";"[]";"[]"
4386;0.0944871902466;-1;"[]";"[]";"[]"
4387;0.111782073975;-1;"[]";"[]";"[]"
4388;0.117541074753;-1;"[]";"[]";"[]"
4389;0.138314962387;-1;"[]";"[]";"[]"
4390;0.114939928055;-1;"[]";"[]";"[]"
4391;0.136385202408;-1;"[]";"[]";"[]"
4392;0.10333108902;-1;"[]";"[]";"[]"
4393;0.0965001583099;-1;"[]";"[]";"[]"
4394;0.0991411209106;-1;"[]";"[]";"[]"
4395;0.119150161743;-1;"[]";"[]";"[]"
4396;0.113286018372;-1;"[]";"[]";"[]"
4397;0.107882976532;-1;"[]";"[]";"[]"
4398;0.118370056152;-1;"[]";"[]";"[]"
4399;0.115983009338;-1;"[]";"[]";"[]"
4400;0.094810962677;-1;"[]";"[]";"[]"
4401;0.121657133102;-1;"[]";"[]";"[]"
4402;0.118409872055;-1;"[]";"[]";"[]"
4403;0.116616010666;-1;"[]";"[]";"[]"
4404;0.120288848877;-1;"[]";"[]";"[]"
4405;0.123542070389;-1;"[]";"[]";"[]"
4406;0.125179052353;-1;"[]";"[]";"[]"
4407;0.118171215057;-1;"[]";"[]";"[]"
4408;0.119202136993;-1;"[]";"[]";"[]"
4409;0.121496915817;-1;"[]";"[]";"[]"
4410;0.115150928497;-1;"[]";"[]";"[]"
4411;0.09206199646;-1;"[]";"[]";"[]"
4412;0.10826420784;-1;"[]";"[]";"[]"
4413;0.0903940200806;-1;"[]";"[]";"[]"
4414;0.109101057053;-1;"[]";"[]";"[]"
4415;0.0956962108612;-1;"[]";"[]";"[]"
4416;0.10885310173;-1;"[]";"[]";"[]"
4417;0.0921039581299;-1;"[]";"[]";"[]"
4418;0.0919470787048;-1;"[]";"[]";"[]"
4419;0.112848043442;-1;"[]";"[]";"[]"
4420;0.106036186218;-1;"[]";"[]";"[]"
4421;0.1072909832;-1;"[]";"[]";"[]"
4422;0.0936930179596;-1;"[]";"[]";"[]"
4423;0.101915121078;-1;"[]";"[]";"[]"
4424;0.139873027802;-1;"[]";"[]";"[]"
4425;0.107592821121;-1;"[]";"[]";"[]"
4426;0.0927081108093;-1;"[]";"[]";"[]"
4427;0.0909268856049;-1;"[]";"[]";"[]"
4428;0.10835313797;-1;"[]";"[]";"[]"
4429;0.114387989044;-1;"[]";"[]";"[]"
4430;0.0931940078735;-1;"[]";"[]";"[]"
4431;0.106204032898;-1;"[]";"[]";"[]"
4432;0.111429929733;-1;"[]";"[]";"[]"
4433;0.0889940261841;-1;"[]";"[]";"[]"
4434;0.0887711048126;-1;"[]";"[]";"[]"
4435;0.0892288684845;-1;"[]";"[]";"[]"
4436;0.0913910865784;-1;"[]";"[]";"[]"
4437;0.107527971268;-1;"[]";"[]";"[]"
4438;0.0951309204102;-1;"[]";"[]";"[]"
4439;0.0949330329895;-1;"[]";"[]";"[]"
4440;0.114096879959;-1;"[]";"[]";"[]"
4441;0.0982069969177;-1;"[]";"[]";"[]"
4442;0.0983538627625;-1;"[]";"[]";"[]"
4443;0.119224071503;0.00231599807739;"[7.7781744]";"[(3, 262)]";"[0]"
4444;0.104559898376;0.00244307518005;"[7.905694]";"[(36, 265)]";"[0]"
4445;0.121842861176;-1;"[]";"[]";"[]"
4446;0.108304977417;-1;"[]";"[]";"[]"
4447;0.0979700088501;-1;"[]";"[]";"[]"
4448;0.104712963104;-1;"[]";"[]";"[]"
4449;0.101598024368;-1;"[]";"[]";"[]"
4450;0.0908529758453;-1;"[]";"[]";"[]"
4451;0.104066848755;-1;"[]";"[]";"[]"
4452;0.106182098389;0.00143599510193;"[6.041523]";"[(3, 217)]";"[0]"
4453;0.0951681137085;-1;"[]";"[]";"[]"
4454;0.111436128616;0.00137591362;"[6.041523]";"[(291, 253)]";"[0]"
4455;0.0945408344269;-1;"[]";"[]";"[]"
4456;0.113508939743;-1;"[]";"[]";"[]"
4457;0.111654996872;-1;"[]";"[]";"[]"
4458;0.11465883255;-1;"[]";"[]";"[]"
4459;0.118307828903;-1;"[]";"[]";"[]"
4460;0.11611199379;-1;"[]";"[]";"[]"
4461;0.097892999649;-1;"[]";"[]";"[]"
4462;0.10223197937;-1;"[]";"[]";"[]"
4463;0.112202882767;-1;"[]";"[]";"[]"
4464;0.0925099849701;-1;"[]";"[]";"[]"
4465;0.0999569892883;-1;"[]";"[]";"[]"
4466;0.12345290184;-1;"[]";"[]";"[]"
4467;0.120615005493;-1;"[]";"[]";"[]"
4468;0.120294809341;-1;"[]";"[]";"[]"
4469;0.115813970566;-1;"[]";"[]";"[]"
4470;0.114778995514;-1;"[]";"[]";"[]"
4471;0.124414920807;-1;"[]";"[]";"[]"
4472;0.0926501750946;-1;"[]";"[]";"[]"
4473;0.100596189499;-1;"[]";"[]";"[]"
4474;0.118778944016;-1;"[]";"[]";"[]"
4475;0.12480711937;-1;"[]";"[]";"[]"
4476;0.115468025208;-1;"[]";"[]";"[]"
4477;0.0936260223389;-1;"[]";"[]";"[]"
4478;0.0910120010376;-1;"[]";"[]";"[]"
4479;0.113681077957;-1;"[]";"[]";"[]"
4480;0.117235183716;-1;"[]";"[]";"[]"
4481;0.118447065353;-1;"[]";"[]";"[]"
4482;0.11797618866;-1;"[]";"[]";"[]"
4483;0.0986058712006;-1;"[]";"[]";"[]"
4484;0.10916519165;-1;"[]";"[]";"[]"
4485;0.0968890190125;-1;"[]";"[]";"[]"
4486;0.11555814743;-1;"[]";"[]";"[]"
4487;0.106999874115;-1;"[]";"[]";"[]"
4488;0.118893146515;-1;"[]";"[]";"[]"
4489;0.104437112808;-1;"[]";"[]";"[]"
4490;0.0970730781555;-1;"[]";"[]";"[]"
4491;0.0894031524658;-1;"[]";"[]";"[]"
4492;0.122141122818;-1;"[]";"[]";"[]"
4493;0.116148948669;-1;"[]";"[]";"[]"
4494;0.112938165665;-1;"[]";"[]";"[]"
4495;0.0930178165436;-1;"[]";"[]";"[]"
4496;0.116230010986;-1;"[]";"[]";"[]"
4497;0.100610971451;-1;"[]";"[]";"[]"
4498;0.0993571281433;-1;"[]";"[]";"[]"
4499;0.109522104263;-1;"[]";"[]";"[]"
4500;0.106015920639;-1;"[]";"[]";"[]"
4501;0.112336158752;-1;"[]";"[]";"[]"
4502;0.113669872284;-1;"[]";"[]";"[]"
4503;0.0924289226532;-1;"[]";"[]";"[]"
4504;0.0942468643188;-1;"[]";"[]";"[]"
4505;0.0960319042206;-1;"[]";"[]";"[]"
4506;0.111014127731;-1;"[]";"[]";"[]"
4507;0.121662139893;-1;"[]";"[]";"[]"
4508;0.111657142639;-1;"[]";"[]";"[]"
4509;0.1009349823;-1;"[]";"[]";"[]"
4510;0.128508090973;-1;"[]";"[]";"[]"
4511;0.123277902603;-1;"[]";"[]";"[]"
4512;0.115461111069;-1;"[]";"[]";"[]"
4513;0.11151099205;-1;"[]";"[]";"[]"
4514;0.110564947128;-1;"[]";"[]";"[]"
4515;0.117964029312;-1;"[]";"[]";"[]"
4516;0.120660066605;-1;"[]";"[]";"[]"
4517;0.120887994766;-1;"[]";"[]";"[]"
4518;0.102027893066;-1;"[]";"[]";"[]"
4519;0.115303993225;-1;"[]";"[]";"[]"
4520;0.0981450080872;-1;"[]";"[]";"[]"
4521;0.111247062683;-1;"[]";"[]";"[]"
4522;0.114454984665;-1;"[]";"[]";"[]"
4523;0.115276098251;-1;"[]";"[]";"[]"
4524;0.117264032364;-1;"[]";"[]";"[]"
4525;0.142035007477;-1;"[]";"[]";"[]"
4526;0.0912170410156;-1;"[]";"[]";"[]"
4527;0.122179031372;-1;"[]";"[]";"[]"
4528;0.0971200466156;-1;"[]";"[]";"[]"
4529;0.122908830643;-1;"[]";"[]";"[]"
4530;0.106309175491;-1;"[]";"[]";"[]"
4531;0.107401132584;-1;"[]";"[]";"[]"
4532;0.115343093872;-1;"[]";"[]";"[]"
4533;0.0962808132172;0.00165390968323;"[6.6708322]";"[(578, 245)]";"[0]"
4534;0.114413976669;-1;"[]";"[]";"[]"
4535;0.0964329242706;-1;"[]";"[]";"[]"
4536;0.103504180908;-1;"[]";"[]";"[]"
4537;0.113265037537;-1;"[]";"[]";"[]"
4538;0.0994100570679;-1;"[]";"[]";"[]"
4539;0.111060142517;-1;"[]";"[]";"[]"
4540;0.111263990402;-1;"[]";"[]";"[]"
4541;0.0928609371185;-1;"[]";"[]";"[]"
4542;0.101101160049;-1;"[]";"[]";"[]"
4543;0.115961074829;-1;"[]";"[]";"[]"
4544;0.114850997925;-1;"[]";"[]";"[]"
4545;0.118370056152;-1;"[]";"[]";"[]"
4546;0.11910200119;-1;"[]";"[]";"[]"
4547;0.0937778949738;-1;"[]";"[]";"[]"
4548;0.118935823441;-1;"[]";"[]";"[]"
4549;0.120537996292;-1;"[]";"[]";"[]"
4550;0.116753101349;-1;"[]";"[]";"[]"
4551;0.123877048492;-1;"[]";"[]";"[]"
4552;0.124328136444;-1;"[]";"[]";"[]"
4553;0.0970520973206;-1;"[]";"[]";"[]"
4554;0.0948641300201;-1;"[]";"[]";"[]"
4555;0.119068145752;-1;"[]";"[]";"[]"
4556;0.115827083588;0.00143885612488;"[6.5192022]";"[(539, 257)]";"[0]"
4557;0.11036491394;0.00150299072266;"[6.041523]";"[(549, 249)]";"[0]"
4558;0.0894989967346;-1;"[]";"[]";"[]"
4559;0.106979131699;-1;"[]";"[]";"[]"
4560;0.116729021072;-1;"[]";"[]";"[]"
4561;0.0960597991943;-1;"[]";"[]";"[]"
4562;0.105737924576;-1;"[]";"[]";"[]"
4563;0.120698213577;-1;"[]";"[]";"[]"
4564;0.0942099094391;-1;"[]";"[]";"[]"
4565;0.120554924011;-1;"[]";"[]";"[]"
4566;0.124714136124;-1;"[]";"[]";"[]"
4567;0.0971529483795;-1;"[]";"[]";"[]"
4568;0.0924019813538;0.00127577781677;"[5.7008772]";"[(620, 233)]";"[0]"
4569;0.106127977371;-1;"[]";"[]";"[]"
4570;0.134721040726;-1;"[]";"[]";"[]"
4571;0.0938930511475;-1;"[]";"[]";"[]"
4572;0.0906798839569;-1;"[]";"[]";"[]"
4573;0.0906338691711;-1;"[]";"[]";"[]"
4574;0.0907330513;-1;"[]";"[]";"[]"
4575;0.106225013733;-1;"[]";"[]";"[]"
4576;0.119325876236;-1;"[]";"[]";"[]"
4577;0.124408960342;-1;"[]";"[]";"[]"
4578;0.116744041443;-1;"[]";"[]";"[]"
4579;0.113479852676;-1;"[]";"[]";"[]"
4580;0.109323978424;-1;"[]";"[]";"[]"
4581;0.123865842819;-1;"[]";"[]";"[]"
4582;0.0929288864136;-1;"[]";"[]";"[]"
4583;0.122527122498;-1;"[]";"[]";"[]"
4584;0.115040063858;-1;"[]";"[]";"[]"
4585;0.121918916702;-1;"[]";"[]";"[]"
4586;0.0963959693909;-1;"[]";"[]";"[]"
4587;0.11523604393;-1;"[]";"[]";"[]"
4588;0.122457027435;-1;"[]";"[]";"[]"
4589;0.102570056915;-1;"[]";"[]";"[]"
4590;0.115425825119;-1;"[]";"[]";"[]"
4591;0.0922410488129;-1;"[]";"[]";"[]"
4592;0.118962049484;-1;"[]";"[]";"[]"
4593;0.11744594574;-1;"[]";"[]";"[]"
4594;0.101338863373;-1;"[]";"[]";"[]"
4595;0.125290155411;-1;"[]";"[]";"[]"
4596;0.111087083817;-1;"[]";"[]";"[]"
4597;0.117646932602;-1;"[]";"[]";"[]"
4598;0.119499921799;-1;"[]";"[]";"[]"
4599;0.111747980118;-1;"[]";"[]";"[]"
4600;0.106808185577;-1;"[]";"[]";"[]"
4601;0.100415229797;-1;"[]";"[]";"[]"
4602;0.103701114655;-1;"[]";"[]";"[]"
4603;0.13560795784;-1;"[]";"[]";"[]"
4604;0.122025966644;-1;"[]";"[]";"[]"
4605;0.119438886642;-1;"[]";"[]";"[]"
4606;0.116852998734;-1;"[]";"[]";"[]"
4607;0.120104789734;-1;"[]";"[]";"[]"
4608;0.110670804977;-1;"[]";"[]";"[]"
4609;0.108325958252;-1;"[]";"[]";"[]"
4610;0.108153820038;-1;"[]";"[]";"[]"
4611;0.127664804459;0.00151801109314;"[5.7008772]";"[(632, 221)]";"[0]"
4612;0.0924150943756;-1;"[]";"[]";"[]"
4613;0.116469860077;-1;"[]";"[]";"[]"
4614;0.0905499458313;-1;"[]";"[]";"[]"
4615;0.104033946991;-1;"[]";"[]";"[]"
4616;0.0920450687408;-1;"[]";"[]";"[]"
4617;0.154560089111;-1;"[]";"[]";"[]"
4618;0.115483045578;0.00143599510193;"[6.041523]";"[(649, 201)]";"[0]"
4619;0.109778881073;-1;"[]";"[]";"[]"
4620;0.093230009079;-1;"[]";"[]";"[]"
4621;0.110589027405;-1;"[]";"[]";"[]"
4622;0.0953249931335;0.00166821479797;"[6.5192022]";"[(641, 194)]";"[0]"
4623;0.113689899445;-1;"[]";"[]";"[]"
4624;0.0914568901062;-1;"[]";"[]";"[]"
4625;0.109220981598;-1;"[]";"[]";"[]"
4626;0.122456073761;-1;"[]";"[]";"[]"
4627;0.0934021472931;-1;"[]";"[]";"[]"
4628;0.109436988831;0.00140500068665;"[6.041523]";"[(625, 193)]";"[0]"
4629;0.10148191452;0.00134897232056;"[5.7008772]";"[(628, 197)]";"[0]"
4630;0.0952670574188;-1;"[]";"[]";"[]"
4631;0.0978419780731;0.00139093399048;"[6.041523]";"[(626, 197)]";"[0]"
4632;0.116987943649;-1;"[]";"[]";"[]"
4633;0.104260921478;-1;"[]";"[]";"[]"
4634;0.0999789237976;-1;"[]";"[]";"[]"
4635;0.109836101532;-1;"[]";"[]";"[]"
4636;0.0968599319458;-1;"[]";"[]";"[]"
4637;0.0920231342316;-1;"[]";"[]";"[]"
4638;0.111836910248;-1;"[]";"[]";"[]"
4639;0.119155883789;-1;"[]";"[]";"[]"
4640;0.117980957031;-1;"[]";"[]";"[]"
4641;0.0944800376892;0.00129795074463;"[6.5192022]";"[(603, 202)]";"[0]"
4642;0.0955669879913;-1;"[]";"[]";"[]"
4643;0.090341091156;-1;"[]";"[]";"[]"
4644;0.115947961807;-1;"[]";"[]";"[]"
4645;0.0962200164795;-1;"[]";"[]";"[]"
4646;0.121289014816;-1;"[]";"[]";"[]"
4647;0.10572719574;-1;"[]";"[]";"[]"
4648;0.0999329090118;-1;"[]";"[]";"[]"
4649;0.110095024109;-1;"[]";"[]";"[]"
4650;0.100328922272;-1;"[]";"[]";"[]"
4651;0.0954389572144;-1;"[]";"[]";"[]"
4652;0.119962930679;0.00141000747681;"[6.5192022]";"[(623, 172)]";"[0]"
4653;0.104121923447;-1;"[]";"[]";"[]"
4654;0.0985879898071;-1;"[]";"[]";"[]"
4655;0.0987870693207;-1;"[]";"[]";"[]"
