frameno;frametime;radious;cir_pos;color
679;0.101969003677;"[6.6708322, 6.6708322]";"[(444.5, 90.5), (702.5, 102.5)]";"[0, 0]"
680;0.121485948563;"[6.6708322, 5.7008772]";"[(444.5, 87.5), (702.5, 100.5)]";"[0, 0]"
681;0.0987069606781;"[6.6708322]";"[(702.5, 98.5)]";"[0]"
682;0.0983521938324;"[7.3824115, 6.5192022]";"[(445.5, 83.5), (703.5, 96.5)]";"[0, 0]"
683;0.0992341041565;"[6.6708322, 6.5192022]";"[(444.5, 82.5), (704.5, 94.5)]";"[0, 0]"
684;0.139844179153;"[7.1063352]";"[(703.5, 92.5)]";"[0]"
685;0.10822892189;"[]";"[]";"[]"
686;0.129456996918;"[5.7008772, 6.6708322]";"[(445.5, 110.5), (704.5, 124.5)]";"[1, 1]"
687;0.120465040207;"[5.7008772, 5.7008772]";"[(705.5, 120.5), (443.5, 107.5)]";"[1, 1]"
688;0.117691993713;"[6.041523]";"[(705.5, 117.5)]";"[1]"
689;0.125944852829;"[5.7008772, 5.7008772]";"[(441.5, 100.5), (703.5, 115.5)]";"[1, 1]"
690;0.117583036423;"[5.7008772, 5.7008772]";"[(703.5, 112.5), (441.5, 97.5)]";"[1, 1]"
691;0.128729820251;"[6.041523, 5.7008772]";"[(703.5, 107.5), (440.5, 93.5)]";"[1, 1]"
692;0.126688957214;"[6.6708322, 5.7008772]";"[(702.5, 102.5), (440.5, 88.5)]";"[1, 1]"
693;0.138696193695;"[5.7008772]";"[(703.5, 96.5)]";"[1]"
694;0.102233171463;"[6.041523, 5.7008772]";"[(703.5, 88.5), (439.5, 73.5)]";"[1, 1]"
695;0.113416910172;"[6.6708322, 5.7008772]";"[(701.5, 82.5), (439.5, 68.5)]";"[1, 1]"
696;0.116458892822;"[5.7008772, 5.7008772]";"[(702.5, 79.5), (438.5, 65.5)]";"[1, 1]"
697;0.126216173172;"[5.7008772, 6.6708322]";"[(439.5, 63.5), (701.5, 77.5)]";"[1, 1]"
698;0.113049030304;"[6.041523, 5.7008772]";"[(703.5, 75.5), (439.5, 60.5)]";"[1, 1]"
699;0.119202852249;"[5.7008772, 5.7008772]";"[(704.5, 73.5), (441.5, 59.5)]";"[1, 1]"
700;0.125504016876;"[6.041523, 5.7008772]";"[(705.5, 72.5), (442.5, 58.5)]";"[1, 1]"
701;0.120562076569;"[5.7008772, 5.7008772]";"[(705.5, 73.5), (443.5, 58.5)]";"[1, 1]"
702;0.129333972931;"[5.7008772]";"[(706.5, 71.5)]";"[1]"
703;0.119992017746;"[5.7008772, 6.6708322]";"[(444.5, 56.5), (708.5, 70.5)]";"[1, 1]"
704;0.119289875031;"[5.7008772]";"[(707.5, 70.5)]";"[1]"
705;0.098405122757;"[6.041523]";"[(707.5, 67.5)]";"[1]"
706;0.100921869278;"[5.7008772]";"[(707.5, 65.5)]";"[1]"
707;0.099867105484;"[6.041523, 5.7008772]";"[(707.5, 64.5), (444.5, 50.5)]";"[1, 1]"
708;0.119217157364;"[6.041523, 5.7008772]";"[(707.5, 63.5), (444.5, 49.5)]";"[1, 1]"
709;0.121999025345;"[6.041523, 5.7008772]";"[(707.5, 63.5), (444.5, 49.5)]";"[1, 1]"
710;0.131192922592;"[5.7008772]";"[(708.5, 60.5)]";"[1]"
711;0.12606215477;"[5.7008772]";"[(709.5, 59.5)]";"[1]"
712;0.132125854492;"[6.041523, 5.7008772]";"[(709.5, 56.5), (445.5, 43.5)]";"[1, 1]"
713;0.0986740589142;"[5.7008772]";"[(708.5, 55.5)]";"[1]"
714;0.122272968292;"[5.7008772, 5.7008772]";"[(708.5, 56.5), (444.5, 41.5)]";"[1, 1]"
715;0.128587007523;"[5.7008772]";"[(708.5, 54.5)]";"[1]"
716;0.131551980972;"[5.7008772]";"[(709.5, 55.5)]";"[1]"
717;0.124060869217;"[5.7008772, 5.7008772]";"[(447.5, 43.5), (711.5, 56.5)]";"[1, 1]"
718;0.11882686615;"[5.7008772, 5.7008772]";"[(711.5, 55.5), (447.5, 42.5)]";"[1, 1]"
719;0.118296146393;"[6.041523]";"[(711.5, 55.5)]";"[1]"
720;0.119913816452;"[6.041523]";"[(711.5, 55.5)]";"[1]"
721;0.126310825348;"[6.041523]";"[(711.5, 55.5)]";"[1]"
722;0.127937078476;"[5.7008772]";"[(711.5, 55.5)]";"[1]"
723;0.122414112091;"[5.7008772]";"[(712.5, 57.5)]";"[1]"
724;0.101574897766;"[5.7008772]";"[(712.5, 58.5)]";"[1]"
725;0.123622179031;"[5.7008772, 5.7008772]";"[(712.5, 59.5), (449.5, 47.5)]";"[1, 1]"
726;0.127726078033;"[5.7008772, 5.7008772]";"[(712.5, 61.5), (449.5, 49.5)]";"[1, 1]"
727;0.115258932114;"[5.7008772, 5.7008772]";"[(712.5, 62.5), (449.5, 50.5)]";"[1, 1]"
728;0.126163959503;"[6.041523, 5.7008772]";"[(712.5, 63.5), (449.5, 51.5)]";"[1, 1]"
729;0.127957820892;"[5.7008772]";"[(713.5, 65.5)]";"[1]"
730;0.117636919022;"[5.7008772, 6.6708322]";"[(452.5, 55.5), (713.5, 68.5)]";"[1, 1]"
