frameno;frametime;colorfiltertime;circledettime;radious;cir_pos;color
120;0.108659029007;0.0470910072327;0.0413701534271;"[9.1923885, 8.8600225, 7.3824115]";"[(494.5, 215.5), (746.5, 234.5), (1015.5, 451.5)]";"[0, 0, 1]"
121;0.10666513443;0.0468218326569;0.0410749912262;"[8.8600225, 9.1923885, 7.905694]";"[(495.5, 215.5), (748.5, 234.5), (1016.5, 451.5)]";"[0, 0, 1]"
122;0.115406990051;0.0509729385376;0.0434198379517;"[8.7464275, 8.7464275]";"[(495.5, 216.5), (747.5, 234.5)]";"[0, 0]"
123;0.116753101349;0.0519530773163;0.0434758663177;"[9.5131493, 7.7781744, 7.905694]";"[(496.5, 219.5), (748.5, 239.5), (1016.5, 452.5)]";"[0, 0, 1]"
124;0.11487197876;0.050931930542;0.0430929660797;"[9.1923885, 9.617692, 6.6708322]";"[(496.5, 223.5), (747.5, 240.5), (1505.5, 469.5)]";"[0, 0, 0]"
125;0.119328975677;0.053375005722;0.0442850589752;"[7.6485291, 8.8600225, 7.905694]";"[(493.5, 226.5), (746.5, 242.5), (1016.5, 458.5)]";"[0, 0, 1]"
126;0.118245840073;0.0528938770294;0.0438079833984;"[8.6313381]";"[(495.5, 227.5)]";"[0]"
127;0.114269971848;0.0506808757782;0.0429720878601;"[9.3005381, 9.3005381, 5.7008772, 8.276473, 6.9641943]";"[(490.5, 227.5), (742.5, 244.5), (1460.5, 479.5), (1324.5, 292.5), (973.5, 455.5)]";"[0, 0, 0, 1, 1]"
128;0.0885710716248;0.0372488498688;0.0373220443726;"[9.3005381, 8.6313381, 6.3639612]";"[(486.5, 229.5), (740.5, 246.5), (970.5, 456.5)]";"[0, 0, 1]"
129;0.112267971039;0.0499329566956;0.04225897789;"[9.1923885, 8.7464275, 7.905694]";"[(486.5, 229.5), (738.5, 246.5), (1008.5, 461.5)]";"[0, 0, 1]"
130;0.0889649391174;0.0372350215912;0.0376508235931;"[9.1923885, 8.7464275, 7.905694]";"[(738.5, 246.5), (485.5, 230.5), (1008.5, 461.5)]";"[0, 0, 1]"
131;0.116455078125;0.0524189472198;0.043986082077;"[8.5146933, 8.7464275, 7.3824115]";"[(486.5, 229.5), (738.5, 244.5), (1009.5, 460.5)]";"[0, 0, 1]"
132;0.0939099788666;0.0420520305634;0.0355160236359;"[8.6313381, 8.8600225, 7.5166483]";"[(484.5, 226.5), (736.5, 243.5), (1007.5, 459.5)]";"[0, 0, 1]"
133;0.111093044281;0.0494439601898;0.0425598621368;"[8.7464275, 8.6313381, 5.7008772, 6.5192022]";"[(734.5, 239.5), (482.5, 223.5), (312.5, 455.5), (966.5, 452.5)]";"[0, 0, 1, 1]"
134;0.122606039047;0.0563070774078;0.0443501472473;"[7.6485291, 8.276473, 7.905694]";"[(481.5, 218.5), (732.5, 235.5), (1004.5, 453.5)]";"[0, 0, 1]"
135;0.120267152786;0.0553541183472;0.0427331924438;"[9.1923885, 9.1923885, 7.5166483]";"[(733.5, 235.5), (479.5, 217.5), (1002.5, 451.5)]";"[0, 0, 1]"
136;0.117404937744;0.0538830757141;0.042289018631;"[9.1923885, 9.1923885, 6.6708322]";"[(479.5, 217.5), (732.5, 235.5), (1001.5, 450.5)]";"[0, 0, 1]"
